Datetime,Timestamp,Price,VIX-Close,5-Day-LIBOR,5-Day-VM,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI
2008-07-30,1217390400000,22.84,21.21,2.42042,,,,,,,
2008-07-31,1217476800000,22.7071,22.94,2.3975,,,,,,,
2008-08-01,1217563200000,22.38,22.57,2.345,,,,,,,
2008-08-04,1217822400000,21.89,23.49,2.340836667,,,,,,,
2008-08-05,1217908800000,22.9486,21.14,2.350416667,,,,,,,
2008-08-06,1217995200000,23.4557,20.23,2.335,,,,,,,
2008-08-07,1218081600000,23.3671,21.15,2.34125,45.31097910229429,2.3536263937060085,2.2330836062939916,94.87842302693544,0.01017262579611633,-0.01017262579611633,-100.0
2008-08-08,1218168000000,24.2214,20.66,2.325416667,45.259599812838154,2.43955326640101,0.8668867335989923,35.534650771445584,0.01047021306433693,-0.01047021306433693,-100.0
2008-08-11,1218427200000,24.7943,20.12,2.327916667,30.266239014218918,2.486882577984378,0.25394742201562437,10.211476177594566,0.00033766347879619907,-0.00033766347879619907,-100.0
2008-08-12,1218513600000,25.2471,21.17,2.325,22.909528505452492,2.5319517162724985,-0.46434171627249654,-18.339280061631406,5.943023579873846e-06,-5.943023579873846e-06,-100.0
2008-08-13,1218600000000,25.6143,21.55,2.32917,22.95051248719236,2.5687904050316916,-0.5016604050316893,-19.529051652055678,6.2285660920027505e-06,-6.2285660920027505e-06,-100.0
2008-08-14,1218686400000,25.6171,20.34,2.324586667,20.72232604852838,2.5690513245794513,-0.7258413245794522,-28.253282355044853,8.150015958644299e-07,-8.150015958644299e-07,-100.0
2008-08-15,1218772800000,25.1057,19.58,2.349586667,27.859609538798253,2.517964733179486,0.14260526682051733,5.663513270912524,0.0001234080528278187,-0.0001234080528278187,-100.0
2008-08-18,1219032000000,25.0557,20.98,2.327083333,24.135542760121243,2.512772010223589,-0.41290201022358985,-16.432131866466047,1.4658380804892252e-05,-1.4658380804892252e-05,-100.0
2008-08-19,1219118400000,24.79,21.28,2.3175033330000003,20.48382523570339,2.4860824761109797,0.008617523889022038,0.3466306517112246,6.116854795815152e-07,-6.116854795815152e-07,-100.0
2008-08-20,1219204800000,25.12,20.42,2.284583333,19.814661083631034,2.519074506611368,-0.17427450661136845,-6.91819579587587,2.903438745383404e-07,-2.903438745383404e-07,-100.0
2008-08-21,1219291200000,24.8986,19.82,2.309166667,19.694113209600804,2.496947554671422,-0.08568755467141997,-3.4316922079965653,2.488986892831759e-07,-2.488986892831759e-07,-100.0
2008-08-22,1219377600000,25.2557,18.81,2.310833333,18.89276000421179,2.5327642314806695,-1.04429423148067,-41.23140316420882,9.046718165363042e-08,-9.046718165363042e-08,-100.0
2008-08-25,1219636800000,24.65,20.97,2.310833333,26.39259546267411,2.4720792591448344,-0.9156792591448344,-37.04085359551114,5.765309224070245e-05,-5.765309224070245e-05,-100.0
2008-08-26,1219723200000,24.8057,20.49,2.331666667,26.143251376835764,2.487750198757947,-0.9614801987579469,-38.64858293400932,5.0548205800344734e-05,-5.0548205800344734e-05,-100.0
2008-08-27,1219809600000,24.9528,19.76,2.343333333,24.284846298547933,2.5025039770400888,-1.9286239770400861,-77.0677687122489,1.6167507139182302e-05,-1.6167507139182302e-05,-100.0
2008-08-28,1219896000000,24.82,19.43,2.33125,23.72086369021453,2.489143310213464,-1.9442433102134657,-78.10893419578687,1.0824151354896054e-05,-1.0824151354896054e-05,-100.0
2008-08-29,1219982400000,24.2186,20.65,2.35375,24.36593219986087,2.4289033971376774,-1.665643397137675,-68.575942505599,1.6574310483419893e-05,-1.6574310483419893e-05,-100.0
2008-09-02,1220328000000,23.7414,21.99,2.34625,22.71052586545994,2.381011179319561,-2.0796711793195577,-87.34403254309291,4.757652082458866e-06,-4.757652082458866e-06,-100.0
2008-09-03,1220414400000,23.8514,21.43,2.319583333,22.091991207577983,2.3919626764481414,-2.1996226764481435,-91.95890463117065,2.8313934206546836e-06,-2.8313934206546836e-06,-100.0
2008-09-04,1220500800000,23.0314,24.03,2.314166667,24.94073590030059,2.3097329718068806,-1.230892971806881,-53.29157036035927,2.2965517770077038e-05,-2.2965517770077038e-05,-100.0
2008-09-05,1220587200000,22.8829,23.06,2.301666667,24.646211251397258,2.294801274094052,-1.6123112740940506,-70.2592983669387,1.888295650131957e-05,-1.888295650131957e-05,-100.0
2008-09-08,1220846400000,22.56,22.64,2.298336667,23.526308402455015,2.2624000547735363,-2.2624000547735363,-100.0,8.536640505887438e-06,0.2525914633594916,2958909.4584138533
2008-09-09,1220932800000,21.6686,25.47,2.29125,30.17339589348457,2.1732650241411307,-1.6921050241411315,-77.86004032388307,0.00028497617835301914,-0.00028497617835301914,-100.0
2008-09-10,1221019200000,21.6586,24.52,2.28,27.871185973616335,2.172054356789534,-2.172054356789534,-100.0,0.00010716398967136435,1.2312328360103282,1148924.0366900319
2008-09-11,1221105600000,21.8071,24.39,2.275,28.82890948987894,2.1869916350310383,-2.1869916350310383,-100.0,0.0001661445490889167,0.4705238554509087,283201.5001582118
2008-09-12,1221192000000,21.2771,25.66,2.275416667,29.917369164535177,2.1339314370834046,-1.153321437083406,-54.04678974408532,0.0002534848878939337,-0.0002534848878939337,-100.0
2008-09-15,1221451200000,20.0514,31.7,2.697916667,43.60961639865747,2.0185981766032377,-1.3434581766032387,-66.55401714787638,0.006789914977230194,-0.006789914977230194,-100.0
2008-09-16,1221537600000,19.9829,30.3,4.729166667,42.54047288617942,2.015565662080707,-1.8801756620807062,-93.28277899613376,0.0056284464169639725,-0.0056284464169639725,-100.0
2008-09-17,1221624000000,18.2614,36.22,4.589583333,63.884156876829344,1.8821273278090658,0.06971267219093846,3.7039296524156593,0.04565756229867768,-0.04565756229867768,-100.0
2008-09-18,1221710400000,19.1557,33.1,4.172916667,83.91729026266859,2.0530489804298053,-0.4460789804298013,-21.727634590403916,0.12762677938146805,-0.12762677938146805,-100.0
2008-09-19,1221796800000,20.13,32.07,3.6375,99.70850647944785,2.242663546066151,-2.039663546066148,-90.94826326686031,0.22063831709332948,-0.22063831709332948,-100.0
2008-09-22,1222056000000,18.7214,33.85,3.54375,104.0813559065086,2.1099648567302935,-2.1099648567302935,-100.0,0.22964744924962988,1.582512550750367,689.1052158084955
2008-09-23,1222142400000,18.12,35.72,3.545833333,104.32650616302008,2.0435361189402013,-2.0435361189402013,-100.0,0.2236167479164961,-0.15271674791649792,-68.2939669498843
2008-09-24,1222228800000,18.3871,35.19,3.520833333,84.30149372058693,1.9711725963865518,-1.9711725963865518,-100.0,0.12448313408355283,0.8353068659164453,671.0201121348608
2008-09-25,1222315200000,18.8471,32.82,3.520833333,77.61440458601092,1.990629660742444,-1.990629660742444,-100.0,0.09774057192632668,2.564649428073672,2623.9353602379288
2008-09-26,1222401600000,18.32,34.74,3.416666667,62.410348472826385,1.8814550318062668,-1.8814550318062668,-100.0,0.04173985113817458,2.579160148861824,6179.131162504235
2008-09-29,1222660800000,15.0371,46.72,3.452083333,142.17629154141372,1.8867771460266702,-1.4001671460266714,-74.20946077152027,0.3766688795180406,-0.3766688795180406,-100.0
2008-09-30,1222747200000,16.2371,39.39,5.125,166.70531212975808,2.187445393804497,-2.187445393804497,-100.0,0.5534795937788282,1.3228104062211727,238.99894794491217
2008-10-01,1222833600000,15.5886,39.81,4.035416667,163.65894358940932,2.0806586487989964,-2.0806586487989964,-100.0,0.5140451966095094,0.6885948033904894,133.95608166991107
