,Date,Price,1 Day Movement,1 Day Percent Change,1 Day Annualized Volatility w/ Mean,1 Day Annualized Volatility w/o Mean,2 Day Movement,2 Day Percent Change,2 Day Annualized Volatility w/ Mean,2 Day Annualized Volatility w/o Mean,3 Day Movement,3 Day Percent Change,3 Day Annualized Volatility w/ Mean,3 Day Annualized Volatility w/o Mean,4 Day Movement,4 Day Percent Change,4 Day Annualized Volatility w/ Mean,4 Day Annualized Volatility w/o Mean,5 Day Movement,5 Day Percent Change,5 Day Annualized Volatility w/ Mean,5 Day Annualized Volatility w/o Mean,6 Day Movement,6 Day Percent Change,6 Day Annualized Volatility w/ Mean,6 Day Annualized Volatility w/o Mean,7 Day Movement,7 Day Percent Change,7 Day Annualized Volatility w/ Mean,7 Day Annualized Volatility w/o Mean,8 Day Movement,8 Day Percent Change,8 Day Annualized Volatility w/ Mean,8 Day Annualized Volatility w/o Mean,9 Day Movement,9 Day Percent Change,9 Day Annualized Volatility w/ Mean,9 Day Annualized Volatility w/o Mean,10 Day Movement,10 Day Percent Change,10 Day Annualized Volatility w/ Mean,10 Day Annualized Volatility w/o Mean,11 Day Movement,11 Day Percent Change,11 Day Annualized Volatility w/ Mean,11 Day Annualized Volatility w/o Mean,12 Day Movement,12 Day Percent Change,12 Day Annualized Volatility w/ Mean,12 Day Annualized Volatility w/o Mean,13 Day Movement,13 Day Percent Change,13 Day Annualized Volatility w/ Mean,13 Day Annualized Volatility w/o Mean,14 Day Movement,14 Day Percent Change,14 Day Annualized Volatility w/ Mean,14 Day Annualized Volatility w/o Mean,1 Month Movement,1 Month Percent Change,1 Month Annualized Volatility w/ Mean,1 Month Annualized Volatility w/o Mean,2 Month Movement,2 Month Percent Change,2 Month Annualized Volatility w/ Mean,2 Month Annualized Volatility w/o Mean,3 Month Movement,3 Month Percent Change,3 Month Annualized Volatility w/ Mean,3 Month Annualized Volatility w/o Mean,4 Month Movement,4 Month Percent Change,4 Month Annualized Volatility w/ Mean,4 Month Annualized Volatility w/o Mean,5 Month Movement,5 Month Percent Change,5 Month Annualized Volatility w/ Mean,5 Month Annualized Volatility w/o Mean,6 Month Movement,6 Month Percent Change,6 Month Annualized Volatility w/ Mean,6 Month Annualized Volatility w/o Mean,1 Year Movement,1 Year Percent Change,1 Year Annualized Volatility w/ Mean,1 Year Annualized Volatility w/o Mean,2 Year Movement,2 Year Percent Change,2 Year Annualized Volatility w/ Mean,2 Year Annualized Volatility w/o Mean,1 Month Treasury Bill,3 Month Treasury Bill,6 Month Treasury Bill,1 Year Treasury Bill,2 Year Treasury Bill,CCI30 Open,CCI30 High,CCI30 Low,CCI30 Close
0,08/11/15,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,0.2,0.28,0.61,90.55313394,93.28956643,88.71237308,91.91276305
1,08/12/15,1.29,0.30000000000000004,30.303030303030308,0.0,1.3385354631203619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.16,0.19,0.27,0.61,91.95882302,93.70078844,88.83020428,90.52694208
2,08/13/15,1.88,0.5899999999999999,45.73643410852712,0.0,2.710037088294547,0.8899999999999999,89.8989898989899,2.5284720740048097,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.16,0.19,0.27,0.58,90.35631314,91.28412667,87.18284341,88.86523124
3,08/14/15,1.79,-0.08999999999999986,-4.787234042553185,0.0,0.04597624286333008,0.5,38.75968992248062,1.5121856558058684,0.0,0.8,80.80808080808082,2.3050851231687775,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.2,0.27,0.6,88.93186386,91.68737412,87.38456236,90.11424548
4,08/15/15,1.79,0.0,0.0,0.0,0.0,-0.08999999999999986,-4.787234042553185,5.750697342312355,0.9372165633247131,0.5,38.75968992248062,4.215930371703477,0.0,0.8,80.80808080808082,3.5691044390484503,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.2,0.27,0.6,90.0844353,91.57509211,87.9119656,88.95289698
5,08/17/15,1.3,-0.49,-27.37430167597765,0.0,1.9545321703193532,-0.49,-27.37430167597765,0.662712187367256,0.9372165633247131,-0.5799999999999998,-30.85106382978723,4.4496179724820255,0.0,0.010000000000000009,0.7751937984496131,3.925033527148242,0.0,0.31000000000000005,31.313131313131322,3.4459399218524718,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.2,0.27,0.6,88.9344653,90.08966462,86.46072189,87.62976914
6,08/16/15,1.37,0.07000000000000006,5.3846153846153895,0.0,0.05255076545586487,-0.41999999999999993,-23.463687150837984,4.32095386938649,6.110751564474877,-0.41999999999999993,-23.463687150837984,3.2910262831278074,4.32095386938649,-0.5099999999999998,-27.127659574468076,5.476903145819482,3.528044060700497,0.08000000000000007,6.201550387596905,5.247623757547484,0.0,0.3800000000000001,38.383838383838395,4.696822355869991,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.2,0.27,0.6,87.70051534,89.15369662,85.85848680000001,86.87462201
7,08/18/15,1.36,-0.010000000000000009,-0.7299270072992706,0.0,0.0010253804060972992,0.06000000000000005,4.615384615384619,5.0294667360078344,6.192355419956783,-0.42999999999999994,-24.02234636871508,3.8500289380792694,4.378656508968713,-0.42999999999999994,-24.02234636871508,3.166763496804938,3.575158068629887,-0.5199999999999998,-27.659574468085097,4.76273419598221,0.5009942525458723,0.07000000000000006,5.426356589147292,4.693644251854079,0.0,0.3700000000000001,37.373737373737384,4.287238870743252,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.2,0.29,0.62,86.89545597,87.84425225,73.48279914,73.56866234
8,08/19/15,1.24,-0.1200000000000001,-8.823529411764714,0.0,0.1630194934500028,-0.13000000000000012,-9.489051094890518,0.8074822183222385,1.0117167733551617,-0.06000000000000005,-4.615384615384619,3.8198043775867534,4.379774852216741,-0.55,-30.726256983240223,3.239216577229823,3.576071192068205,-0.55,-30.726256983240223,2.8102513764074946,0.5058583866775809,-0.6399999999999999,-34.04255319148936,4.2625942725655,0.06259371398501722,-0.050000000000000044,-3.8759689922480653,4.307621431411049,0.0,0.25,25.252525252525253,3.9895535481881943,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15,0.21,0.3,0.65,75.42976538,81.26218778,74.23632990000002,77.2208485
9,08/20/15,1.52,0.28,22.580645161290324,0.0,0.791949561078378,0.15999999999999992,11.764705882352935,1.1489254854728672,1.770331300757587,0.1499999999999999,10.948905109489043,1.3903942375629184,1.4384112553053174,0.21999999999999997,16.92307692307692,3.1188664911896784,3.7183929576054853,-0.27,-15.083798882681565,2.812536905001426,1.0171103527614442,-0.27,-15.083798882681565,2.5227770536240914,0.7917162262379179,-0.3599999999999999,-19.14893617021276,3.9591963903858827,0.7204724201626157,0.22999999999999998,17.829457364341085,4.09516258876808,0.0,0.53,53.535353535353536,3.8311397297219214,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.2,0.3,0.61,77.20103388,81.28285224,76.31167391,80.00248805
