Datetime,Timestamp,Price,VIX,12-Day-LIBOR,12-Day-VM,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI,90-Calls,90-Calls-P,90-Calls-ROI
2008-07-30,1217390400000,22.84,21.21,2.4573952169999997,,,,,,,,,,
2008-07-31,1217476800000,22.7071,22.94,2.4407065219999997,,,,,,,,,,
2008-08-01,1217563200000,22.38,22.57,2.423804348,,,,,,,,,,
2008-08-04,1217822400000,21.89,23.49,2.421634348,,,,,,,,,,
2008-08-05,1217908800000,22.9486,21.14,2.426304348,,,,,,,,,,
2008-08-06,1217995200000,23.4557,20.23,2.418343478,,,,,,,,,,
2008-08-07,1218081600000,23.3671,21.15,2.425463043,,,,,,,,,,
2008-08-08,1218168000000,24.2214,20.66,2.420028261,,,,,,,,,,
2008-08-11,1218427200000,24.7943,20.12,2.414836957,,,,,,,,,,
2008-08-12,1218513600000,25.2471,21.17,2.412880435,,,,,,,,,,
2008-08-13,1218600000000,25.6143,21.55,2.416010435,,,,,,,,,,
2008-08-14,1218686400000,25.6171,20.34,2.413782174,,,,,,,,,,
2008-08-15,1218772800000,25.1057,19.58,2.4128039130000003,,,,,,,,,,
2008-08-18,1219032000000,25.0557,20.98,2.4114413040000002,35.166635910286296,2.5536041443209854,-2.0723341443209837,-81.15330439644262,0.03016342707628672,-0.03016342707628672,-100.0,,,
2008-08-19,1219118400000,24.79,21.28,2.4091343480000003,34.63741366409775,2.5243057002606832,-1.952405700260684,-77.34426539777097,0.02764139917833353,-0.02764139917833353,-100.0,,,
2008-08-20,1219204800000,25.12,20.42,2.398995652,31.073793646215577,2.545284745747185,-2.545284745747185,-100.0,0.015460599709198775,0.032539400290803044,210.4666112753873,,,
2008-08-21,1219291200000,24.8986,19.82,2.426386957,26.59397167819141,2.5132671645496742,-2.5132671645496742,-100.0,0.005538476308380058,0.7346015236916166,13263.603250954036,,,
2008-08-22,1219377600000,25.2557,18.81,2.429321739,25.823739460239644,2.5482337486089257,-2.5482337486089257,-100.0,0.004516870679290463,1.0670131293207088,23622.839905797824,,,
2008-08-25,1219636800000,24.65,20.97,2.429321739,29.127529432526003,2.4929118614728445,-2.4929118614728445,-100.0,0.010200194761350144,0.3676998052386502,3604.831219810745,,,
2008-08-26,1219723200000,24.8057,20.49,2.43673913,24.613143941275037,2.501491159862624,-2.501491159862624,-100.0,0.003043220243719641,1.0449867797562808,34338.190997278056,,,
2008-08-27,1219809600000,24.9528,19.76,2.44625,22.331380907823533,2.5146416312753,-2.5146416312753,-100.0,0.001307508680887623,2.40481249131911,183923.25240139628,,,
2008-08-28,1219896000000,24.82,19.43,2.43048913,20.625231952731923,2.5004302577090307,-2.5004302577090307,-100.0,0.0005878750986905433,2.354512124901309,400512.30782624474,,,
2008-08-29,1219982400000,24.2186,20.65,2.423506522,21.473126063744733,2.4400888202404083,-2.4400888202404083,-100.0,0.0008687645743933464,3.5344712354256047,406838.7845917528,,,
2008-09-02,1220328000000,23.7414,21.99,2.414702174,22.391258073498765,2.3923729136900143,-2.3923729136900143,-100.0,0.001276718275847688,2.2102832817241507,173122.24032013756,,,
2008-09-03,1220414400000,23.8514,21.43,2.413723913,21.756479644250174,2.4031420131587278,-2.4031420131587278,-100.0,0.0009741538411077584,1.3352858461588952,137071.35257409405,,,
2008-09-04,1220500800000,23.0314,24.03,2.411195652,25.835679266014573,2.3237002839477725,-2.3237002839477725,-100.0,0.0041350503444853035,2.0027249496555144,48432.90366044617,,,
2008-09-05,1220587200000,22.8829,23.06,2.402256522,25.771687066810518,2.3085814205235025,-2.3085814205235025,-100.0,0.004032569678125514,2.4705774303218733,61265.58565679361,,,
2008-09-08,1220846400000,22.56,22.64,2.399814783,23.91988370786937,2.2741985314170603,-2.2741985314170603,-100.0,0.0021853952372422325,1.914714604762756,87614.11080857617,,,
2008-09-09,1220932800000,21.6686,25.47,2.39078913,27.901950194756907,2.188940528292729,-2.188940528292729,-100.0,0.006757932437130687,0.6478820675628698,9586.986457620616,,,
2008-09-10,1221019200000,21.6586,24.52,2.382119565,25.494849213462853,2.1846353349743883,-2.1846353349743883,-100.0,0.0035153264128823525,1.169224673587115,33260.77115633828,,,
2008-09-11,1221105600000,21.8071,24.39,2.3778,26.26233227193553,2.2004755416546584,-2.2004755416546584,-100.0,0.004428754632123555,4.584861245367874,103524.84222341,,,
2008-09-12,1221192000000,21.2771,25.66,2.372202174,25.62230314044085,2.1462279663405117,-2.1462279663405117,-100.0,0.003589139428953864,2.9087008605710447,81041.73488236014,,,
2008-09-15,1221451200000,20.0514,31.7,2.494430435,31.487320707964486,2.033242198252552,-2.033242198252552,-100.0,0.013308766887940915,2.44435123311206,18366.474172200644,,,
2008-09-16,1221537600000,19.9829,30.3,3.6298913039999996,31.678445792667347,2.033243547575712,-2.033243547575712,-100.0,0.013503714779797948,3.671106285220201,27185.899177256844,,,
2008-09-17,1221624000000,18.2614,36.22,4.077717391,45.828638002410756,1.915865968024038,-1.915865968024038,-100.0,0.06770730198080588,2.500452698019189,3693.032545777757,,,
2008-09-18,1221710400000,19.1557,33.1,4.0875,56.35249370403625,2.080595855624398,-2.080595855624398,-100.0,0.14187351485265953,3.078256485147338,2169.718913600056,,,
2008-09-19,1221796800000,20.13,32.07,3.691847826,63.75404732794589,2.247565085593285,-2.247565085593285,-100.0,0.21258876814207994,5.1673112318579175,2430.6605080868794,,,
2008-09-22,1222056000000,18.7214,33.85,3.688858696,68.69944113027134,2.133009942347071,-2.133009942347071,-100.0,0.2404479594142739,3.7817120405857234,1572.7777643852307,,,
2008-09-23,1222142400000,18.12,35.72,3.7053,68.80438654298457,2.0654622277943133,-2.0654622277943133,-100.0,0.2336082302851965,3.3972917697148035,1454.2688695373788,,,
2008-09-24,1222228800000,18.3871,35.19,3.8269021739999998,70.55471779239691,2.111855708769101,-2.111855708769101,-100.0,0.2523382849891012,2.4674517150108968,977.8348597072653,,,
2008-09-25,1222315200000,18.8471,32.82,3.936684783,71.92072010912729,2.1776948369941564,-2.1776948369941564,-100.0,0.2710454214327118,0.9399445785672872,346.7848944279741,,,
2008-09-26,1222401600000,18.32,34.74,3.9111413039999996,72.06506006978816,2.1179799487871662,-2.1179799487871662,-100.0,0.26479240187348063,1.3546075981265182,511.5734396237538,,,
