Datetime,Timestamp,Price,VIX,5-Day-LIBOR,5-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,100-Straddles,100-Straddles-P,100-Straddles-ROI,100-Strips,100-Strips-P,100-Strips-ROI
2008-07-30,1217390400000,22.84,21.21,2.42042,,,,,,,,,,,,,,,,
2008-07-31,1217476800000,22.7071,22.94,2.3975,,,,,,,,,,,,,,,,
2008-08-01,1217563200000,22.38,22.57,2.345,,,,,,,,,,,,,,,,
2008-08-04,1217822400000,21.89,23.49,2.340836667,,,,,,,,,,,,,,,,
2008-08-05,1217908800000,22.9486,21.14,2.3504166669999997,,,,,,,,,,,,,,,,
2008-08-06,1217995200000,23.4557,20.23,2.335,,,,,,,,,,,,,,,,
2008-08-07,1218081600000,23.3671,21.15,2.34125,45.31097910229429,0.4979938443097165,1.7520061556902835,351.81281369427154,0.4905007688542842,-0.4905007688542842,-100.0,,,,0.9884946131640008,1.261505386835999,127.61884283801388,1.4789953820182848,0.7710046179817152,52.13029245091877
2008-08-08,1218168000000,24.2214,20.66,2.325416667,45.259599812838154,0.5155938712995027,0.3687061287004969,71.5109603167334,0.5078793675920892,-0.5078793675920892,-100.0,,,,1.023473238891592,-0.13917323889159228,-13.59813169539392,1.531352606483681,-0.6470526064836815,-42.25366540299658
2008-08-11,1218427200000,24.7943,20.12,2.3279166669999998,30.26623901421892,0.3542885889794576,-0.09288858897945572,-26.21834060391982,0.34638312841769725,-0.34638312841769725,-100.0,,,,0.7006717173971548,-0.4392717173971529,-62.69294257073101,1.047054845814852,-0.7856548458148502,-75.03473661911455
2008-08-12,1218513600000,25.2471,21.17,2.325,22.90952850545249,0.2740577954502683,-0.2740577954502683,-100.0,0.2660180473959173,0.19108195260408325,71.83044702215037,,,,0.5400758428461856,-0.08297584284618509,-15.36373899060261,0.8060938902421029,0.10810610975789814,13.411106456275144
2008-08-13,1218600000000,25.6143,21.55,2.32917,22.95051248719236,0.2785410751789552,-0.2785410751789552,-100.0,0.2703697679949588,0.22393023200504025,82.82369499581608,,,,0.548910843173914,-0.054610843173914965,-9.94894596327228,0.8192806111688729,0.1693193888311253,20.66683704250687
2008-08-14,1218686400000,25.6171,20.34,2.3245866669999997,20.722326048528377,0.25191996884235657,-0.25191996884235657,-100.0,0.2437638470891877,0.4747361529108147,194.75248630167846,,,,0.4956838159315442,0.2228161840684581,44.951272748277475,0.739447663020732,0.6975523369792728,94.3342405234859
2008-08-15,1218772800000,25.1057,19.58,2.349586667,27.85960953879825,0.3305733374662072,-0.18057333746620507,-54.6242896811556,0.3224940873254773,-0.3224940873254773,-100.0,,,,0.6530674247916846,-0.5030674247916824,-77.03146806811729,0.9755615121171618,-0.8255615121171597,-84.62423966742267
2008-08-18,1219032000000,25.0557,20.98,2.327083333,24.13554276012125,0.2863224607204557,-0.2863224607204557,-100.0,0.27833651422847616,0.1273634857715269,45.758813256883315,,,,0.5646589749489319,-0.15895897494892886,-28.15132354237444,0.8429954891774081,-0.03159548917740196,-3.748002164072399
2008-08-19,1219118400000,24.79,21.28,2.3175033330000003,20.48382523570339,0.2410143939003521,-0.2253143939003497,-93.48586623980071,0.2331456556497944,-0.2331456556497944,-100.0,,,,0.4741600495501465,-0.458460049550144,-96.68888173626232,0.7073057051999408,-0.6916057051999384,-97.78030915280623
2008-08-20,1219204800000,25.12,20.42,2.284583333,19.814661083631037,0.2363197657096183,-0.2363197657096183,-100.0,0.2284595254124077,-0.06125952541240665,-26.81416995059537,,,,0.464779291122026,-0.2975792911220249,-64.02593592404628,0.6932388165344336,-0.3588388165344314,-51.76265494311189
2008-08-21,1219291200000,24.8986,19.82,2.309166667,19.694113209600804,0.2328778709123452,-0.2328778709123452,-100.0,0.22500308672042024,-0.14640308672042224,-65.06714590201905,,,,0.4578809576327654,-0.3792809576327674,-82.83396618929989,0.6828840443531856,-0.5256840443531896,-76.97998638276975
2008-08-22,1219377600000,25.2557,18.81,2.310833333,18.892760004211787,0.2267737544662083,-0.2267737544662083,-100.0,0.21878026445122425,0.8183197355487781,374.03727324372886,,,,0.4455540189174325,0.5915459810825698,132.76638880283377,0.6643342833686567,1.409865716631348,212.22233323294802
2008-08-25,1219636800000,24.65,20.97,2.310833333,26.39259546267411,0.3076286344801744,-0.3076286344801744,-100.0,0.29982684997729336,0.6087731500227065,203.04157218368215,,,,0.6074554844574678,0.3011445155425321,49.574746339065655,0.9072823344347611,0.9099176655652386,100.29046428332799
2008-08-26,1219723200000,24.8057,20.49,2.331666667,26.14325137683577,0.30671993361139016,-0.30671993361139016,-100.0,0.2987980996645554,0.6555019003354445,219.37954125924546,,,,0.6055180332759456,0.3487819667240544,57.60059115615275,0.904316132940501,1.004283867059499,111.05451185460332
2008-08-27,1219809600000,24.9528,19.76,2.343333333,24.28484629854793,0.2869132683392266,-0.2869132683392266,-100.0,0.27890459108039245,1.642495408919606,588.9094197256032,,,,0.565817859419619,1.3555821405803794,239.57924233265663,0.8447224505000115,2.9980775494999854,354.9186537809373
2008-08-28,1219896000000,24.82,19.43,2.33125,23.72086369021453,0.2788318644117336,-0.2788318644117336,-100.0,0.2709068798982752,1.6661931201017257,615.0427485368317,,,,0.5497387443100088,1.387361255689992,252.3673781500165,0.820645624208284,3.053554375791718,372.0917148297266
2008-08-29,1219982400000,24.2186,20.65,2.35375,24.36593219986087,0.2794051397372304,-0.2794051397372304,-100.0,0.2715975588181294,1.3870024411818704,510.68295577378603,,,,0.5510026985553598,1.1075973014446399,201.01485970006715,0.8226002573734892,2.4945997426265105,303.25783638721566
2008-09-02,1220328000000,23.7414,21.99,2.34625,22.710525865459946,0.2555425627694952,-0.2555425627694952,-100.0,0.2479132053611864,1.824886794638811,736.0990682122487,,,,0.5034557681306816,1.5693442318693158,311.71442085096186,0.751368973491868,3.394231026508127,451.73957752527053
2008-09-03,1220414400000,23.8514,21.43,2.319583333,22.091991207577987,0.2497967128659085,-0.2497967128659085,-100.0,0.2422191072495465,1.9505808927504555,805.296045757805,,,,0.492015820115455,1.7007841798845469,345.6767263063708,0.7342349273650015,3.651365072635002,497.3020128229125
2008-09-04,1220500800000,23.0314,24.03,2.314166667,24.940735900300588,0.2718258083547109,-0.2718258083547109,-100.0,0.2645258013668137,0.9597741986331894,362.8281981092218,,,,0.5363516097215246,0.6879483902784784,128.2644403054301,0.8008774110883383,1.6477225889116678,205.73967577291563
2008-09-05,1220587200000,22.8829,23.06,2.3016666669999997,24.64621125139725,0.2669077498896417,-0.2669077498896417,-100.0,0.2596939819590336,1.3461060180409652,518.3431698672599,,,,0.5266017318486753,1.0791982681513232,204.93633098446446,0.7862957138077089,2.425304286192288,308.4468404956108
2008-09-08,1220846400000,22.56,22.64,2.298336667,23.52630840245501,0.2513431518431215,-0.2513431518431215,-100.0,0.244241465028642,2.264358534971356,927.09832652937,,,,0.4955846168717635,2.0130153831282342,406.19004597737916,0.7398260819004054,4.27737391809959,578.1593840422897
2008-09-09,1220932800000,21.6686,25.47,2.29125,30.173395893484567,0.30863206100139884,-0.30863206100139884,-100.0,0.3018320077094234,1.3838679922905772,458.4894765775936,,,,0.6104640687108223,1.0752359312891784,176.13418813655343,0.9122960764202457,2.4591039235797556,269.5510796482894
