Datetime,Timestamp,Price,VIX,5-Day-LIBOR,5-Day-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,100-Straddles,100-Straddles-P,100-Straddles-ROI,98-Calls,98-Calls-P,98-Calls-ROI,98-Puts,98-Puts-P,98-Puts-ROI,102-Calls,102-Calls-P,102-Calls-ROI,102-Puts,102-Puts-P,102-Puts-ROI,100-Butterfly-Spreads,100-Butterfly-Spreads-P,100-Butterfly-Spreads-ROI
2008-07-30,1217390400000,22.84,21.21,2.42042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-31,1217476800000,22.7071,22.94,2.3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-01,1217563200000,22.38,22.57,2.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-04,1217822400000,21.89,23.49,2.340836667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-05,1217908800000,22.9486,21.14,2.3504166669999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-06,1217995200000,23.4557,20.23,2.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-07,1218081600000,23.3671,21.15,2.34125,45.31097910229429,0.4979938443097165,1.7520061556902835,351.81281369427154,0.4905007688542842,-0.4905007688542842,-100.0,,,,0.9884946131640008,1.261505386835999,127.61884283801388,0.7628189011648061,1.954523098835196,256.2237374887652,0.288133687218477,-0.288133687218477,-100.0,0.3026300961636057,1.4800279038363922,489.0550948496114,0.7623291591990604,-0.7623291591990604,-100.0,0.06946130870897882,-0.06946130870897882,-100.0
2008-08-08,1218168000000,24.2214,20.66,2.325416667,45.259599812838154,0.5155938712995027,0.3687061287004969,71.5109603167334,0.5078793675920892,-0.5078793675920892,-100.0,,,,1.023473238891592,-0.13917323889159228,-13.59813169539392,0.7901411158169971,0.5785868841830037,73.22576595507897,0.2981529021837321,-0.2981529021837321,-100.0,0.3131274188087527,0.08674458119124573,27.702646264978252,0.7896866250271959,-0.7896866250271959,-100.0,0.07208079202674433,-0.07208079202674433,-100.0
2008-08-11,1218427200000,24.7943,20.12,2.3279166669999998,30.26623901421892,0.3542885889794576,-0.09288858897945572,-26.21834060391982,0.34638312841769725,-0.34638312841769725,-100.0,,,,0.7006717173971548,-0.4392717173971529,-62.69294257073101,0.6552498032604106,0.10203619673959352,15.57210642901057,0.15161645190988526,-0.15161645190988526,-100.0,0.16211513376947018,-0.16211513376947018,-100.0,0.6499375639964775,-0.4154515639964771,-63.92176526032104,0.1087877590709656,0.648498240929035,596.1132451547234
2008-08-12,1218513600000,25.2471,21.17,2.325,22.90952850545249,0.2740577954502683,-0.2740577954502683,-100.0,0.2660180473959173,0.19108195260408325,71.83044702215037,,,,0.5400758428461856,-0.08297584284618509,-15.36373899060261,0.5984013576015776,-0.5505593576015784,-92.00503150732271,0.0855804045083115,-0.0855804045083115,-100.0,0.09333344072549997,-0.09333344072549997,-100.0,0.590074897710057,0.37196710228994334,63.03726929131554,0.143619207426541,-0.09577720742654172,-66.68829966599716
2008-08-13,1218600000000,25.6143,21.55,2.32917,22.95051248719236,0.2785410751789552,-0.2785410751789552,-100.0,0.2703697679949588,0.22393023200504025,82.82369499581608,,,,0.548910843173914,-0.05461084317391497,-9.94894596327228,0.6074778911898235,-0.589491891189823,-97.0392338123166,0.08718401014951116,-0.08718401014951116,-100.0,0.09507459915665796,-0.09507459915665796,-100.0,0.5990258658289811,0.4075601341710176,68.0371512183372,0.14547033998857106,-0.12748433998857056,-87.63596757839875
2008-08-14,1218686400000,25.6171,20.34,2.3245866669999997,20.722326048528377,0.25191996884235657,-0.25191996884235657,-100.0,0.2437638470891877,0.4747361529108147,194.75248630167846,,,,0.4956838159315442,0.2228161840684581,44.951272748277475,0.5884355368785776,-0.5884355368785776,-100.0,0.06810053756047374,0.13805746243952832,202.72595104984646,0.07496925326216886,-0.07496925326216886,-100.0,0.5789920090739358,0.6518499909260669,112.5835902240971,0.15956485245603336,-0.15956485245603336,-100.0
2008-08-15,1218772800000,25.1057,19.58,2.349586667,27.85960953879825,0.3305733374662072,-0.18057333746620507,-54.6242896811556,0.3224940873254773,-0.3224940873254773,-100.0,,,,0.6530674247916846,-0.5030674247916824,-77.03146806811729,0.6402647425492844,0.011849257450716522,1.8506809235719281,0.1302330774113658,-0.1302330774113658,-100.0,0.14000338478438312,-0.14000338478438312,-100.0,0.6338765496408385,-0.28176254964083824,-44.45069782128524,0.11912145240125316,0.5329925475987478,447.43623995063103
2008-08-18,1219032000000,25.0557,20.98,2.327083333,24.13554276012125,0.2863224607204557,-0.2863224607204557,-100.0,0.27833651422847616,0.1273634857715269,45.758813256883315,,,,0.5646589749489319,-0.15895897494892886,-28.15132354237444,0.6046209585452722,-0.5092069585452741,-84.21920400682673,0.09568073098313246,-0.09568073098313246,-100.0,0.10390008145103023,-0.10390008145103023,-100.0,0.5968684160292099,0.3099455839707943,51.92862876423771,0.13587611855539106,-0.040462118555392945,-29.778682954428238
2008-08-19,1219118400000,24.79,21.28,2.3175033330000003,20.48382523570339,0.2410143939003521,-0.2253143939003497,-93.48586623980071,0.2331456556497944,-0.2331456556497944,-100.0,,,,0.4741600495501465,-0.458460049550144,-96.68888173626232,0.5675156002105872,-0.0560156002105856,-9.870319016745967,0.0640042367250393,-0.0640042367250393,-100.0,0.07053255416272552,-0.07053255416272552,-100.0,0.5583064411471597,-0.07820644114715948,-14.007798474699245,0.15601936657260856,0.35548063342739306,227.84391530134744
2008-08-20,1219204800000,25.12,20.42,2.284583333,19.814661083631037,0.2363197657096183,-0.2363197657096183,-100.0,0.2284595254124077,-0.06125952541240665,-26.81416995059537,,,,0.464779291122026,-0.2975792911220249,-64.02593592404628,0.5696609835615476,-0.2344609835615472,-41.157985245134036,0.059557948070282585,-0.059557948070282585,-100.0,0.06581583185346053,-0.06581583185346053,-100.0,0.5601983867503044,0.10940161324969823,19.529083952621495,0.16283728399577152,0.17236271600422887,105.84966278896219
2008-08-21,1219291200000,24.8986,19.82,2.309166667,19.694113209600804,0.2328778709123452,-0.2328778709123452,-100.0,0.22500308672042024,-0.14640308672042224,-65.06714590201905,,,,0.4578809576327654,-0.3792809576327674,-82.83396618929989,0.5637710385816277,-0.14439903858162495,-25.61306429378025,0.05808175007354155,-0.05808175007354155,-100.0,0.06426054057541286,-0.06426054057541286,-100.0,0.5542002606996483,0.022371739300350413,4.0367608763134255,0.16227583733235018,0.25709616266765256,158.4315736058135
2008-08-22,1219377600000,25.2557,18.81,2.310833333,18.892760004211787,0.2267737544662083,-0.2267737544662083,-100.0,0.21878026445122425,0.8183197355487781,374.03727324372886,,,,0.4455540189174325,0.5915459810825698,132.76638880283377,0.5656727206413983,-0.5656727206413983,-100.0,0.052725100426712856,0.4792608995732906,908.9805343082396,0.0586084980964694,-0.0586084980964694,-100.0,0.5555691382811894,0.9866448617188156,177.59173318577072,0.1707337098054511,-0.1707337098054511,-100.0
2008-08-25,1219636800000,24.65,20.97,2.310833333,26.39259546267411,0.3076286344801744,-0.3076286344801744,-100.0,0.29982684997729336,0.6087731500227065,203.04157218368215,,,,0.6074554844574678,0.3011445155425321,49.574746339065655,0.6149905121080153,-0.6149905121080153,-100.0,0.11434476329519595,0.3012552367048018,263.4622067711768,0.12330649552535088,-0.12330649552535088,-100.0,0.6083486753324152,0.7932513246675867,130.39418952200998,0.12303973867301732,-0.12303973867301732,-100.0
